Time,fms,EDA,individual,simulation,CSS
07-46-46,6.0,0.578,11,roller,High
07-46-47,6.0,0.58,11,roller,High
07-46-48,6.0,0.578,11,roller,High
07-46-49,6.0,0.581,11,roller,High
07-46-50,6.0,0.588,11,roller,High
07-46-51,6.0,0.585,11,roller,High
07-46-52,6.0,0.581,11,roller,High
07-46-53,6.0,0.585,11,roller,High
07-46-54,6.0,0.581,11,roller,High
07-46-55,6.0,0.582,11,roller,High
07-46-56,6.0,0.579,11,roller,High
07-46-57,6.0,0.583,11,roller,High
07-46-58,6.0,0.58,11,roller,High
07-46-59,6.0,0.583,11,roller,High
07-47-00,6.0,0.579,11,roller,High
07-47-01,6.0,0.581,11,roller,High
07-47-02,6.0,0.577,11,roller,High
07-47-03,6.0,0.579,11,roller,High
07-47-04,6.0,0.574,11,roller,High
07-47-05,6.0,0.577,11,roller,High
07-47-06,6.0,0.572,11,roller,High
07-47-07,6.0,0.574,11,roller,High
07-47-08,6.0,0.575,11,roller,High
07-47-09,6.0,0.582,11,roller,High
07-47-10,6.0,0.584,11,roller,High
07-47-11,6.0,0.579,11,roller,High
07-47-12,6.0,0.582,11,roller,High
07-47-13,6.0,0.579,11,roller,High
07-47-14,6.0,0.581,11,roller,High
07-47-15,6.0,0.578,11,roller,High
