Time,fms,EDA,individual,simulation,CSS
07-43-02,3.0,0.658,11,roller,High
07-43-03,3.0,0.656,11,roller,High
07-43-04,3.0,0.657,11,roller,High
07-43-05,3.0,0.653,11,roller,High
07-43-06,3.0,0.659,11,roller,High
07-43-07,3.0,0.654,11,roller,High
07-43-08,3.0,0.656,11,roller,High
07-43-09,3.0,0.651,11,roller,High
07-43-10,3.0,0.655,11,roller,High
07-43-11,3.0,0.651,11,roller,High
07-43-12,3.0,0.653,11,roller,High
07-43-13,3.0,0.652,11,roller,High
07-43-14,3.0,0.655,11,roller,High
07-43-15,3.0,0.651,11,roller,High
07-43-16,3.0,0.653,11,roller,High
07-43-17,3.0,0.65,11,roller,High
07-43-18,3.0,0.651,11,roller,High
07-43-19,3.0,0.649,11,roller,High
07-43-20,3.0,0.649,11,roller,High
07-43-21,3.0,0.647,11,roller,High
07-43-22,3.0,0.647,11,roller,High
07-43-23,3.0,0.646,11,roller,High
07-43-24,3.0,0.643,11,roller,High
07-43-25,3.0,0.647,11,roller,High
07-43-26,3.0,0.643,11,roller,High
07-43-27,3.0,0.647,11,roller,High
07-43-28,3.0,0.64,11,roller,High
07-43-29,3.0,0.645,11,roller,High
07-43-30,3.0,0.639,11,roller,High
07-43-31,3.0,0.641,11,roller,High
