Time,fms,EDA,individual,simulation,CSS
12-20-40,0,6.582,12,room,Low
12-20-41,0,6.587,12,room,Low
12-20-42,0,6.675,12,room,Low
12-20-43,0,6.838,12,room,Low
12-20-44,0,6.858,12,room,Low
12-20-45,0,7.03,12,room,Low
12-20-46,0,7.052,12,room,Low
12-20-47,0,6.961,12,room,Low
12-20-48,0,6.926,12,room,Low
12-20-49,0,6.998,12,room,Low
12-20-50,0,6.928,12,room,Low
12-20-51,0,6.899,12,room,Low
12-20-52,0,6.876,12,room,Low
12-20-53,0,6.828,12,room,Low
12-20-54,0,6.791,12,room,Low
12-20-55,0,6.734,12,room,Low
12-20-56,0,6.694,12,room,Low
12-20-57,0,6.631,12,room,Low
12-20-58,0,6.611,12,room,Low
12-20-59,0,6.579,12,room,Low
12-21-00,0,6.778,12,room,Low
12-21-01,0,6.94,12,room,Low
12-21-02,0,6.873,12,room,Low
12-21-03,0,6.737,12,room,Low
12-21-04,0,6.652,12,room,Low
12-21-05,0,6.607,12,room,Low
12-21-06,0,6.578,12,room,Low
12-21-07,0,6.566,12,room,Low
12-21-08,0,6.611,12,room,Low
12-21-09,0,6.622,12,room,Low
