Time,fms,HR,individual,simulation
12-52-50,0,93.780,7,walk
12-52-51,0,93.480,7,walk
12-52-52,0,93.250,7,walk
12-52-53,0,93.050,7,walk
12-52-54,0,92.730,7,walk
12-52-55,0,92.400,7,walk
12-52-56,0,91.970,7,walk
12-52-57,0,91.570,7,walk
12-52-58,0,91.220,7,walk
12-52-59,0,90.820,7,walk
12-53-00,0,90.400,7,walk
12-53-01,0,89.980,7,walk
12-53-02,0,89.550,7,walk
12-53-03,0,89.080,7,walk
12-53-04,0,88.670,7,walk
12-53-05,0,88.520,7,walk
12-53-06,0,88.370,7,walk
12-53-07,0,88.200,7,walk
12-53-08,0,88.170,7,walk
12-53-09,0,88.120,7,walk
12-53-10,0,88.080,7,walk
12-53-11,0,88.050,7,walk
12-53-12,0,88.050,7,walk
12-53-13,0,88.030,7,walk
12-53-14,0,88.050,7,walk
12-53-15,0,88.030,7,walk
12-53-16,0,88.070,7,walk
12-53-17,0,88.050,7,walk
12-53-18,0,88.030,7,walk
12-53-19,0,88.020,7,walk
