Time,fms,HR,individual,simulation,CSS
04-56-24,2,88.07,3,sea,High
04-56-25,2,88.02,3,sea,High
04-56-26,2,87.97,3,sea,High
04-56-27,2,87.87,3,sea,High
04-56-28,2,87.75,3,sea,High
04-56-29,2,87.62,3,sea,High
04-56-30,2,87.48,3,sea,High
04-56-31,2,87.37,3,sea,High
04-56-32,2,87.27,3,sea,High
04-56-33,2,87.13,3,sea,High
04-56-34,2,87.2,3,sea,High
04-56-35,2,87.33,3,sea,High
04-56-36,2,87.37,3,sea,High
04-56-37,2,87.4,3,sea,High
04-56-38,2,87.45,3,sea,High
04-56-39,2,87.5,3,sea,High
04-56-40,2,87.55,3,sea,High
04-56-41,2,87.6,3,sea,High
04-56-42,2,87.65,3,sea,High
04-56-43,2,87.7,3,sea,High
04-56-44,2,87.75,3,sea,High
04-56-45,2,87.82,3,sea,High
04-56-46,2,87.88,3,sea,High
04-56-47,2,87.98,3,sea,High
04-56-48,2,88.07,3,sea,High
04-56-49,2,88.17,3,sea,High
04-56-50,2,88.28,3,sea,High
04-56-51,2,88.38,3,sea,High
04-56-52,2,88.47,3,sea,High
04-56-53,2,88.55,3,sea,High
