Time,fms,HR,individual,simulation
04-29-45,1,78.020,2,roller
04-29-46,1,77.950,2,roller
04-29-47,1,77.870,2,roller
04-29-48,1,77.770,2,roller
04-29-49,1,77.480,2,roller
04-29-50,1,77.270,2,roller
04-29-51,1,77.080,2,roller
04-29-52,1,76.920,2,roller
04-29-53,1,76.750,2,roller
04-29-54,1,76.620,2,roller
04-29-55,1,76.580,2,roller
04-29-56,1,76.580,2,roller
04-29-57,1,76.600,2,roller
04-29-58,1,76.600,2,roller
04-29-59,1,76.580,2,roller
04-30-00,1,76.570,2,roller
04-30-01,1,76.480,2,roller
04-30-02,1,76.380,2,roller
04-30-03,1,76.270,2,roller
04-30-04,1,76.130,2,roller
04-30-05,1,76.020,2,roller
04-30-06,1,75.900,2,roller
04-30-07,1,75.780,2,roller
04-30-08,1,75.600,2,roller
04-30-09,1,75.470,2,roller
04-30-10,1,75.330,2,roller
04-30-11,1,75.220,2,roller
04-30-12,1,75.120,2,roller
04-30-13,1,75.100,2,roller
04-30-14,1,75.100,2,roller
