Time,fms,HR,individual,simulation
12-15-03,0,74.530,9,walk
12-15-04,0,74.550,9,walk
12-15-05,0,74.570,9,walk
12-15-06,0,74.570,9,walk
12-15-07,0,74.580,9,walk
12-15-08,0,74.580,9,walk
12-15-09,0,74.570,9,walk
12-15-10,0,74.520,9,walk
12-15-11,0,74.470,9,walk
12-15-12,0,74.450,9,walk
12-15-13,0,74.450,9,walk
12-15-14,0,74.480,9,walk
12-15-15,0,74.550,9,walk
12-15-16,0,74.630,9,walk
12-15-17,0,74.730,9,walk
12-15-18,0,74.880,9,walk
12-15-19,0,75.030,9,walk
12-15-20,0,75.150,9,walk
12-15-21,0,75.250,9,walk
12-15-22,0,75.300,9,walk
12-15-23,0,75.300,9,walk
12-15-24,0,75.280,9,walk
12-15-25,0,75.270,9,walk
12-15-26,0,75.270,9,walk
12-15-27,0,75.270,9,walk
12-15-28,0,75.320,9,walk
12-15-29,0,75.350,9,walk
12-15-30,0,75.380,9,walk
12-15-31,0,75.400,9,walk
12-15-32,0,75.430,9,walk
