Time,fms,HR,individual,simulation
04-23-30,2,111.300,8,room
04-23-31,2,111.330,8,room
04-23-32,2,111.330,8,room
04-23-33,2,111.330,8,room
04-23-34,2,111.320,8,room
04-23-35,2,111.280,8,room
04-23-36,2,111.250,8,room
04-23-37,2,111.220,8,room
04-23-38,2,111.180,8,room
04-23-39,2,111.130,8,room
04-23-40,2,111.070,8,room
04-23-41,2,110.980,8,room
04-23-42,2,110.870,8,room
04-23-43,2,110.770,8,room
04-23-44,2,110.670,8,room
04-23-45,2,110.570,8,room
04-23-46,2,110.470,8,room
04-23-47,2,110.370,8,room
04-23-48,2,110.300,8,room
04-23-49,2,110.250,8,room
04-23-50,2,110.220,8,room
04-23-51,2,110.200,8,room
04-23-52,2,110.180,8,room
04-23-53,2,110.150,8,room
04-23-54,2,110.120,8,room
04-23-55,2,110.070,8,room
04-23-56,2,110.070,8,room
04-23-57,2,109.950,8,room
04-23-58,2,109.870,8,room
04-23-59,2,109.750,8,room
