Time,fms,HR,individual,simulation,CSS
12-42-53,0,85.28,1,sea,Low
12-42-54,0,85.28,1,sea,Low
12-42-55,0,85.27,1,sea,Low
12-42-56,0,85.23,1,sea,Low
12-42-57,0,85.13,1,sea,Low
12-42-58,0,84.98,1,sea,Low
12-42-59,0,84.8,1,sea,Low
12-43-00,0,84.62,1,sea,Low
12-43-01,0,84.48,1,sea,Low
12-43-02,0,84.37,1,sea,Low
12-43-03,0,84.23,1,sea,Low
12-43-04,0,84.12,1,sea,Low
12-43-05,0,84.0,1,sea,Low
12-43-06,0,83.9,1,sea,Low
12-43-07,0,83.8,1,sea,Low
12-43-08,0,83.72,1,sea,Low
12-43-09,0,83.67,1,sea,Low
12-43-10,0,83.62,1,sea,Low
12-43-11,0,83.55,1,sea,Low
12-43-12,0,83.5,1,sea,Low
12-43-13,0,83.47,1,sea,Low
12-43-14,0,83.45,1,sea,Low
12-43-15,0,83.47,1,sea,Low
12-43-16,0,83.48,1,sea,Low
12-43-17,0,83.52,1,sea,Low
12-43-18,0,83.55,1,sea,Low
12-43-19,0,83.58,1,sea,Low
12-43-20,0,83.6,1,sea,Low
12-43-21,0,83.53,1,sea,Low
12-43-22,0,83.47,1,sea,Low
