Time,fms,EDA,individual,simulation
12-31-07,2,1.919,13,walk
12-31-08,2,1.927,13,walk
12-31-09,2,1.957,13,walk
12-31-10,2,1.948,13,walk
12-31-11,2,1.899,13,walk
12-31-12,2,1.874,13,walk
12-31-13,2,1.892,13,walk
12-31-14,2,1.919,13,walk
12-31-15,2,1.906,13,walk
12-31-16,2,1.914,13,walk
12-31-17,2,1.954,13,walk
12-31-18,2,1.941,13,walk
12-31-19,2,1.916,13,walk
12-31-20,2,1.916,13,walk
12-31-21,2,1.874,13,walk
12-31-22,2,1.879,13,walk
12-31-23,2,1.886,13,walk
12-31-24,2,1.866,13,walk
12-31-25,2,1.866,13,walk
12-31-26,2,1.864,13,walk
12-31-27,2,1.861,13,walk
12-31-28,2,1.883,13,walk
12-31-29,2,1.879,13,walk
12-31-30,2,1.884,13,walk
12-31-31,2,1.892,13,walk
12-31-32,2,1.892,13,walk
12-31-33,2,1.881,13,walk
12-31-34,2,1.917,13,walk
12-31-35,2,1.916,13,walk
12-31-36,2,1.917,13,walk
