Time,fms,HR,individual,simulation
12-30-03,2,84.700,13,walk
12-30-04,2,84.630,13,walk
12-30-05,2,84.550,13,walk
12-30-06,2,84.530,13,walk
12-30-07,2,84.550,13,walk
12-30-08,2,84.530,13,walk
12-30-09,2,84.530,13,walk
12-30-10,2,84.550,13,walk
12-30-11,2,84.550,13,walk
12-30-12,2,84.580,13,walk
12-30-13,2,84.530,13,walk
12-30-14,2,84.500,13,walk
12-30-15,2,84.500,13,walk
12-30-16,2,84.520,13,walk
12-30-17,2,84.520,13,walk
12-30-18,2,84.520,13,walk
12-30-19,2,84.770,13,walk
12-30-20,2,85.050,13,walk
12-30-21,2,85.380,13,walk
12-30-22,2,85.730,13,walk
12-30-23,2,86.100,13,walk
12-30-24,2,86.480,13,walk
12-30-25,2,86.820,13,walk
12-30-26,2,87.370,13,walk
12-30-27,2,87.920,13,walk
12-30-28,2,88.630,13,walk
12-30-29,2,89.370,13,walk
12-30-30,2,89.680,13,walk
12-30-31,2,90.000,13,walk
12-30-32,2,90.170,13,walk
