Time,fms,EDA,individual,simulation,CSS
04-38-16,2,4.018,8,sea,High
04-38-17,2,3.996,8,sea,High
04-38-18,2,3.985,8,sea,High
04-38-19,2,3.986,8,sea,High
04-38-20,2,4.192,8,sea,High
04-38-21,2,4.395,8,sea,High
04-38-22,2,4.324,8,sea,High
04-38-23,2,4.188,8,sea,High
04-38-24,2,4.102,8,sea,High
04-38-25,2,4.06,8,sea,High
04-38-26,2,4.239,8,sea,High
04-38-27,2,4.457,8,sea,High
04-38-28,2,4.374,8,sea,High
04-38-29,2,4.214,8,sea,High
04-38-30,2,4.121,8,sea,High
04-38-31,2,4.065,8,sea,High
04-38-32,2,4.13,8,sea,High
04-38-33,2,4.161,8,sea,High
04-38-34,2,4.111,8,sea,High
04-38-35,2,4.075,8,sea,High
04-38-36,2,4.045,8,sea,High
04-38-37,2,4.018,8,sea,High
04-38-38,2,4.003,8,sea,High
04-38-39,2,3.982,8,sea,High
04-38-40,2,3.973,8,sea,High
04-38-41,2,3.963,8,sea,High
04-38-42,2,3.958,8,sea,High
04-38-43,2,4.267,8,sea,High
04-38-44,2,4.616,8,sea,High
04-38-45,2,4.519,8,sea,High
