Time,fms,EDA,individual,simulation
12-37-33,0,7.384,1,sea
12-37-34,0,7.377,1,sea
12-37-35,0,7.382,1,sea
12-37-36,0,7.379,1,sea
12-37-37,0,7.383,1,sea
12-37-38,0,7.389,1,sea
12-37-39,0,7.384,1,sea
12-37-40,0,7.383,1,sea
12-37-41,0,7.378,1,sea
12-37-42,0,7.375,1,sea
12-37-43,0,7.374,1,sea
12-37-44,0,7.374,1,sea
12-37-45,0,7.380,1,sea
12-37-46,0,7.382,1,sea
12-37-47,0,7.380,1,sea
12-37-48,0,7.373,1,sea
12-37-49,0,7.382,1,sea
12-37-50,0,7.378,1,sea
12-37-51,0,7.371,1,sea
12-37-52,0,7.375,1,sea
12-37-53,0,7.373,1,sea
12-37-54,0,7.371,1,sea
12-37-55,0,7.382,1,sea
12-37-56,0,7.386,1,sea
12-37-57,0,7.387,1,sea
12-37-58,0,7.387,1,sea
12-37-59,0,7.388,1,sea
12-38-00,0,7.393,1,sea
12-38-01,0,7.389,1,sea
12-38-02,0,7.386,1,sea
