Time,fms,HR,individual,simulation
03-51-14,0,86.720,2,beach
03-51-15,0,86.600,2,beach
03-51-16,0,86.480,2,beach
03-51-17,0,86.370,2,beach
03-51-18,0,86.270,2,beach
03-51-19,0,86.220,2,beach
03-51-20,0,86.120,2,beach
03-51-21,0,86.050,2,beach
03-51-22,0,85.950,2,beach
03-51-23,0,85.870,2,beach
03-51-24,0,85.750,2,beach
03-51-25,0,85.620,2,beach
03-51-26,0,85.420,2,beach
03-51-27,0,85.180,2,beach
03-51-28,0,84.920,2,beach
03-51-29,0,84.630,2,beach
03-51-30,0,84.380,2,beach
03-51-31,0,84.130,2,beach
03-51-32,0,83.880,2,beach
03-51-33,0,83.670,2,beach
03-51-34,0,83.450,2,beach
03-51-35,0,83.270,2,beach
03-51-36,0,83.180,2,beach
03-51-37,0,82.970,2,beach
03-51-38,0,82.730,2,beach
03-51-39,0,82.520,2,beach
03-51-40,0,82.280,2,beach
03-51-41,0,81.980,2,beach
03-51-42,0,81.900,2,beach
03-51-43,0,81.800,2,beach
