Time,fms,HR,individual,simulation,CSS
11-48-48,0,85.95,9,beach,Low
11-48-49,0,85.9,9,beach,Low
11-48-50,0,85.85,9,beach,Low
11-48-51,0,85.77,9,beach,Low
11-48-52,0,85.72,9,beach,Low
11-48-53,0,85.72,9,beach,Low
11-48-54,0,85.73,9,beach,Low
11-48-55,0,85.77,9,beach,Low
11-48-56,0,85.87,9,beach,Low
11-48-57,0,85.92,9,beach,Low
11-48-58,0,85.93,9,beach,Low
11-48-59,0,85.93,9,beach,Low
11-49-00,0,85.93,9,beach,Low
11-49-01,0,85.93,9,beach,Low
11-49-02,0,85.92,9,beach,Low
11-49-03,0,85.9,9,beach,Low
11-49-04,0,85.92,9,beach,Low
11-49-05,0,85.92,9,beach,Low
11-49-06,0,85.93,9,beach,Low
11-49-07,0,85.95,9,beach,Low
11-49-08,0,85.97,9,beach,Low
11-49-09,0,86.0,9,beach,Low
11-49-10,0,86.03,9,beach,Low
11-49-11,0,86.08,9,beach,Low
11-49-12,0,86.1,9,beach,Low
11-49-13,0,86.08,9,beach,Low
11-49-14,0,86.1,9,beach,Low
11-49-15,0,86.08,9,beach,Low
11-49-16,0,86.03,9,beach,Low
11-49-17,0,85.98,9,beach,Low
