Time,fms,HR,individual,simulation
12-17-10,1,88.750,1,roller
12-17-11,1,88.800,1,roller
12-17-12,1,88.850,1,roller
12-17-13,1,89.050,1,roller
12-17-14,1,89.280,1,roller
12-17-15,1,89.530,1,roller
12-17-16,1,89.730,1,roller
12-17-17,1,89.900,1,roller
12-17-18,1,90.030,1,roller
12-17-19,1,90.100,1,roller
12-17-20,1,90.130,1,roller
12-17-21,1,90.150,1,roller
12-17-22,1,90.170,1,roller
12-17-23,1,90.180,1,roller
12-17-24,1,90.170,1,roller
12-17-25,1,90.170,1,roller
12-17-26,1,90.150,1,roller
12-17-27,1,90.150,1,roller
12-17-28,1,90.150,1,roller
12-17-29,1,90.150,1,roller
12-17-30,1,90.150,1,roller
12-17-31,1,90.150,1,roller
12-17-32,1,90.150,1,roller
12-17-33,1,90.150,1,roller
12-17-34,1,90.150,1,roller
12-17-35,1,90.150,1,roller
12-17-36,1,90.170,1,roller
12-17-37,1,90.180,1,roller
12-17-38,1,90.200,1,roller
12-17-39,1,90.230,1,roller
