Time,fms,HR,individual,simulation
04-08-48,2,98.620,8,beach
04-08-49,2,98.930,8,beach
04-08-50,2,99.270,8,beach
04-08-51,2,99.630,8,beach
04-08-52,2,100.000,8,beach
04-08-53,2,100.380,8,beach
04-08-54,2,100.780,8,beach
04-08-55,2,101.200,8,beach
04-08-56,2,101.600,8,beach
04-08-57,2,101.970,8,beach
04-08-58,2,102.320,8,beach
04-08-59,2,102.670,8,beach
04-09-00,2,103.000,8,beach
04-09-01,2,103.330,8,beach
04-09-02,2,103.670,8,beach
04-09-03,2,104.020,8,beach
04-09-04,2,104.370,8,beach
04-09-05,2,104.730,8,beach
04-09-06,2,105.080,8,beach
04-09-07,2,105.430,8,beach
04-09-08,2,105.770,8,beach
04-09-09,2,106.100,8,beach
04-09-10,2,106.430,8,beach
04-09-11,2,106.770,8,beach
04-09-12,2,107.120,8,beach
04-09-13,2,107.450,8,beach
04-09-14,2,107.800,8,beach
04-09-15,2,108.150,8,beach
04-09-16,2,108.480,8,beach
04-09-17,2,108.870,8,beach
