Time,fms,EDA,individual,simulation,CSS
12-09-25,5,6.248,12,sea,High
12-09-26,5,6.138,12,sea,High
12-09-27,5,6.167,12,sea,High
12-09-28,5,5.981,12,sea,High
12-09-29,5,6.061,12,sea,High
12-09-30,5,6.521,12,sea,High
12-09-31,5,6.316,12,sea,High
12-09-32,5,6.07,12,sea,High
12-09-33,5,6.046,12,sea,High
12-09-34,5,6.642,12,sea,High
12-09-35,5,6.665,12,sea,High
12-09-36,5,6.308,12,sea,High
12-09-37,5,6.149,12,sea,High
12-09-38,5,5.971,12,sea,High
12-09-39,5,6.296,12,sea,High
12-09-40,5,6.748,12,sea,High
12-09-41,5,6.628,12,sea,High
12-09-42,5,6.76,12,sea,High
12-09-43,5,6.743,12,sea,High
12-09-44,5,6.428,12,sea,High
12-09-45,5,6.284,12,sea,High
12-09-46,5,6.349,12,sea,High
12-09-47,5,6.225,12,sea,High
12-09-48,5,6.377,12,sea,High
12-09-49,5,6.42,12,sea,High
12-09-50,5,6.289,12,sea,High
12-09-51,5,6.634,12,sea,High
12-09-52,5,6.842,12,sea,High
12-09-53,5,6.631,12,sea,High
12-09-54,5,6.525,12,sea,High
