Time,fms,EDA,individual,simulation,CSS
04-52-36,0,2.18,4,walk,Low
04-52-37,0,2.197,4,walk,Low
04-52-38,0,2.199,4,walk,Low
04-52-39,0,2.207,4,walk,Low
04-52-40,0,2.205,4,walk,Low
04-52-41,0,2.365,4,walk,Low
04-52-42,0,2.461,4,walk,Low
04-52-43,0,2.411,4,walk,Low
04-52-44,0,2.385,4,walk,Low
04-52-45,0,2.4,4,walk,Low
04-52-46,0,2.368,4,walk,Low
04-52-47,0,2.357,4,walk,Low
04-52-48,0,2.362,4,walk,Low
04-52-49,0,2.289,4,walk,Low
04-52-50,0,2.217,4,walk,Low
04-52-51,0,2.304,4,walk,Low
04-52-52,0,2.378,4,walk,Low
04-52-53,0,2.376,4,walk,Low
04-52-54,0,2.363,4,walk,Low
04-52-55,0,2.343,4,walk,Low
04-52-56,0,2.283,4,walk,Low
04-52-57,0,2.372,4,walk,Low
04-52-58,0,2.345,4,walk,Low
04-52-59,0,2.327,4,walk,Low
04-53-00,0,2.344,4,walk,Low
04-53-01,0,2.353,4,walk,Low
04-53-02,0,2.336,4,walk,Low
04-53-03,0,2.331,4,walk,Low
04-53-04,0,2.321,4,walk,Low
04-53-05,0,2.303,4,walk,Low
