Time,fms,EDA,individual,simulation
12-45-10,0,8.422,12,walk
12-45-11,0,8.378,12,walk
12-45-12,0,8.374,12,walk
12-45-13,0,8.686,12,walk
12-45-14,0,9.070,12,walk
12-45-15,0,9.026,12,walk
12-45-16,0,9.163,12,walk
12-45-17,0,9.349,12,walk
12-45-18,0,9.327,12,walk
12-45-19,0,9.165,12,walk
12-45-20,0,9.287,12,walk
12-45-21,0,9.568,12,walk
12-45-22,0,9.915,12,walk
12-45-23,0,10.108,12,walk
12-45-24,0,9.871,12,walk
12-45-25,0,9.707,12,walk
12-45-26,0,9.741,12,walk
12-45-27,0,9.865,12,walk
12-45-28,0,9.883,12,walk
12-45-29,0,9.876,12,walk
12-45-30,0,9.859,12,walk
12-45-31,0,9.648,12,walk
12-45-32,0,9.516,12,walk
12-45-33,0,9.737,12,walk
12-45-34,0,9.391,12,walk
12-45-35,0,9.176,12,walk
12-45-36,0,9.348,12,walk
12-45-37,0,9.587,12,walk
12-45-38,0,9.908,12,walk
12-45-39,0,10.081,12,walk
