Time,fms,HR,individual,simulation,CSS
12-33-22,3,67.78,9,sea,High
12-33-23,3,67.88,9,sea,High
12-33-24,3,68.0,9,sea,High
12-33-25,3,68.15,9,sea,High
12-33-26,3,68.28,9,sea,High
12-33-27,3,68.43,9,sea,High
12-33-28,3,68.6,9,sea,High
12-33-29,3,68.77,9,sea,High
12-33-30,3,68.97,9,sea,High
12-33-31,3,69.15,9,sea,High
12-33-32,3,69.37,9,sea,High
12-33-33,3,69.58,9,sea,High
12-33-34,3,69.8,9,sea,High
12-33-35,3,70.0,9,sea,High
12-33-36,3,70.2,9,sea,High
12-33-37,3,70.38,9,sea,High
12-33-38,3,70.57,9,sea,High
12-33-39,3,70.73,9,sea,High
12-33-40,3,70.88,9,sea,High
12-33-41,3,71.02,9,sea,High
12-33-42,3,71.1,9,sea,High
12-33-43,3,71.17,9,sea,High
12-33-44,3,71.22,9,sea,High
12-33-45,3,71.27,9,sea,High
12-33-46,3,71.28,9,sea,High
12-33-47,3,71.28,9,sea,High
12-33-48,3,71.28,9,sea,High
12-33-49,3,71.28,9,sea,High
12-33-50,3,71.27,9,sea,High
12-33-51,3,71.25,9,sea,High
