Time,fms,HR,individual,simulation,CSS
12-32-50,2,66.65,9,sea,High
12-32-51,2,66.65,9,sea,High
12-32-52,2,66.67,9,sea,High
12-32-53,2,66.7,9,sea,High
12-32-54,2,66.75,9,sea,High
12-32-55,2,66.82,9,sea,High
12-32-56,2,66.9,9,sea,High
12-32-57,2,66.98,9,sea,High
12-32-58,2,67.08,9,sea,High
12-32-59,2,67.18,9,sea,High
12-33-00,2,67.28,9,sea,High
12-33-01,2,67.4,9,sea,High
12-33-02,2,67.53,9,sea,High
12-33-03,2,67.67,9,sea,High
12-33-04,2,67.8,9,sea,High
12-33-05,2,67.92,9,sea,High
12-33-06,2,68.02,9,sea,High
12-33-07,2,68.1,9,sea,High
12-33-08,2,68.15,9,sea,High
12-33-09,2,68.17,9,sea,High
12-33-10,2,68.15,9,sea,High
12-33-11,2,68.12,9,sea,High
12-33-12,2,68.05,9,sea,High
12-33-13,2,67.98,9,sea,High
12-33-14,2,67.9,9,sea,High
12-33-15,2,67.82,9,sea,High
12-33-16,2,67.75,9,sea,High
12-33-17,2,67.68,9,sea,High
12-33-18,2,67.63,9,sea,High
12-33-19,2,67.63,9,sea,High
