Time,fms,HR,individual,simulation,CSS
12-32-18,3,69.62,9,sea,High
12-32-19,3,69.6,9,sea,High
12-32-20,3,69.55,9,sea,High
12-32-21,3,69.47,9,sea,High
12-32-22,3,69.33,9,sea,High
12-32-23,3,69.17,9,sea,High
12-32-24,3,69.0,9,sea,High
12-32-25,3,68.8,9,sea,High
12-32-26,3,68.62,9,sea,High
12-32-27,3,68.42,9,sea,High
12-32-28,3,68.23,9,sea,High
12-32-29,3,68.07,9,sea,High
12-32-30,3,67.88,9,sea,High
12-32-31,3,67.72,9,sea,High
12-32-32,3,67.53,9,sea,High
12-32-33,3,67.35,9,sea,High
12-32-34,3,67.17,9,sea,High
12-32-35,3,67.02,9,sea,High
12-32-36,3,66.87,9,sea,High
12-32-37,3,66.75,9,sea,High
12-32-38,3,66.65,9,sea,High
12-32-39,3,66.55,9,sea,High
12-32-40,3,66.47,9,sea,High
12-32-41,3,66.42,9,sea,High
12-32-42,3,66.42,9,sea,High
12-32-43,3,66.47,9,sea,High
12-32-44,3,66.52,9,sea,High
12-32-45,3,66.57,9,sea,High
12-32-46,3,66.62,9,sea,High
12-32-47,3,66.67,9,sea,High
