Time,fms,EDA,individual,simulation
04-45-28,1,0.454,3,walk
04-45-29,1,0.452,3,walk
04-45-30,1,0.460,3,walk
04-45-31,1,0.455,3,walk
04-45-32,1,0.453,3,walk
04-45-33,1,0.463,3,walk
04-45-34,1,0.468,3,walk
04-45-35,1,0.469,3,walk
04-45-36,1,0.468,3,walk
04-45-37,1,0.469,3,walk
04-45-38,1,0.470,3,walk
04-45-39,1,0.467,3,walk
04-45-40,1,0.464,3,walk
04-45-41,1,0.467,3,walk
04-45-42,1,0.475,3,walk
04-45-43,1,0.497,3,walk
04-45-44,1,0.502,3,walk
04-45-45,1,0.506,3,walk
04-45-46,1,0.511,3,walk
04-45-47,1,0.506,3,walk
04-45-48,1,0.508,3,walk
04-45-49,1,0.507,3,walk
04-45-50,1,0.511,3,walk
04-45-51,1,0.511,3,walk
04-45-52,1,0.518,3,walk
04-45-53,1,0.524,3,walk
04-45-54,1,0.519,3,walk
04-45-55,1,0.523,3,walk
04-45-56,1,0.531,3,walk
04-45-57,1,0.533,3,walk
