Time,fms,EDA,individual,simulation
04-55-41,0,3.304,14,walk
04-55-42,0,3.283,14,walk
04-55-43,0,3.257,14,walk
04-55-44,0,3.233,14,walk
04-55-45,0,3.207,14,walk
04-55-46,0,3.212,14,walk
04-55-47,0,3.194,14,walk
04-55-48,0,3.166,14,walk
04-55-49,0,3.161,14,walk
04-55-50,0,3.289,14,walk
04-55-51,0,3.315,14,walk
04-55-52,0,3.276,14,walk
04-55-53,0,3.225,14,walk
04-55-54,0,3.194,14,walk
04-55-55,0,3.171,14,walk
04-55-56,0,3.188,14,walk
04-55-57,0,3.274,14,walk
04-55-58,0,3.255,14,walk
04-55-59,0,3.371,14,walk
04-56-00,0,3.797,14,walk
04-56-01,0,3.714,14,walk
04-56-02,0,3.436,14,walk
04-56-03,0,3.331,14,walk
04-56-04,0,3.305,14,walk
04-56-05,0,3.339,14,walk
04-56-06,0,3.664,14,walk
04-56-07,0,4.204,14,walk
04-56-08,0,4.022,14,walk
04-56-09,0,3.731,14,walk
04-56-10,0,3.610,14,walk
