Time,fms,EDA,individual,simulation
04-56-45,0,3.345,14,walk
04-56-46,0,3.331,14,walk
04-56-47,0,3.464,14,walk
04-56-48,0,3.610,14,walk
04-56-49,0,3.549,14,walk
04-56-50,0,3.458,14,walk
04-56-51,0,3.407,14,walk
04-56-52,0,3.379,14,walk
04-56-53,0,3.362,14,walk
04-56-54,0,3.337,14,walk
04-56-55,0,3.349,14,walk
04-56-56,0,3.661,14,walk
04-56-57,0,3.860,14,walk
04-56-58,0,3.711,14,walk
04-56-59,0,3.662,14,walk
04-57-00,0,3.630,14,walk
04-57-01,0,3.541,14,walk
04-57-02,0,3.495,14,walk
04-57-03,0,3.768,14,walk
04-57-04,0,3.973,14,walk
04-57-05,0,3.768,14,walk
04-57-06,0,3.596,14,walk
04-57-07,0,3.524,14,walk
04-57-08,0,3.497,14,walk
04-57-09,0,3.812,14,walk
04-57-10,0,4.094,14,walk
04-57-11,0,3.863,14,walk
04-57-12,0,3.672,14,walk
04-57-13,0,3.578,14,walk
04-57-14,0,3.528,14,walk
