Time,fms,EDA,individual,simulation
12-49-38,0,1.244,7,walk
12-49-39,0,1.240,7,walk
12-49-40,0,1.382,7,walk
12-49-41,0,1.379,7,walk
12-49-42,0,1.295,7,walk
12-49-43,0,1.278,7,walk
12-49-44,0,1.233,7,walk
12-49-45,0,1.206,7,walk
12-49-46,0,1.129,7,walk
12-49-47,0,1.188,7,walk
12-49-48,0,1.269,7,walk
12-49-49,0,1.289,7,walk
12-49-50,0,1.255,7,walk
12-49-51,0,1.280,7,walk
12-49-52,0,1.342,7,walk
12-49-53,0,1.456,7,walk
12-49-54,0,1.557,7,walk
12-49-55,0,1.534,7,walk
12-49-56,0,1.496,7,walk
12-49-57,0,1.508,7,walk
12-49-58,0,1.476,7,walk
12-49-59,0,1.506,7,walk
12-50-00,0,1.563,7,walk
12-50-01,0,1.529,7,walk
12-50-02,0,1.434,7,walk
12-50-03,0,1.385,7,walk
12-50-04,0,1.369,7,walk
12-50-05,0,1.360,7,walk
12-50-06,0,1.358,7,walk
12-50-07,0,1.412,7,walk
