Time,fms,HR,individual,simulation
12-13-27,0,78.900,9,walk
12-13-28,0,78.930,9,walk
12-13-29,0,79.000,9,walk
12-13-30,0,79.020,9,walk
12-13-31,0,78.980,9,walk
12-13-32,0,78.950,9,walk
12-13-33,0,78.920,9,walk
12-13-34,0,78.880,9,walk
12-13-35,0,78.850,9,walk
12-13-36,0,78.800,9,walk
12-13-37,0,78.780,9,walk
12-13-38,0,78.750,9,walk
12-13-39,0,78.700,9,walk
12-13-40,0,78.650,9,walk
12-13-41,0,78.570,9,walk
12-13-42,0,78.450,9,walk
12-13-43,0,78.370,9,walk
12-13-44,0,78.270,9,walk
12-13-45,0,78.170,9,walk
12-13-46,0,78.030,9,walk
12-13-47,0,77.920,9,walk
12-13-48,0,77.800,9,walk
12-13-49,0,77.670,9,walk
12-13-50,0,77.570,9,walk
12-13-51,0,77.580,9,walk
12-13-52,0,77.580,9,walk
12-13-53,0,77.570,9,walk
12-13-54,0,77.550,9,walk
12-13-55,0,77.600,9,walk
12-13-56,0,77.650,9,walk
