Time,fms,HR,individual,simulation
07-26-50,0,73.400,11,walk
07-26-51,0,73.480,11,walk
07-26-52,0,73.550,11,walk
07-26-53,0,73.600,11,walk
07-26-54,0,73.650,11,walk
07-26-55,0,73.670,11,walk
07-26-56,0,73.700,11,walk
07-26-57,0,73.720,11,walk
07-26-58,0,73.720,11,walk
07-26-59,0,73.730,11,walk
07-27-00,0,73.730,11,walk
07-27-01,0,73.750,11,walk
07-27-02,0,73.750,11,walk
07-27-03,0,73.720,11,walk
07-27-04,0,73.680,11,walk
07-27-05,0,73.650,11,walk
07-27-06,0,73.620,11,walk
07-27-07,0,73.600,11,walk
07-27-08,0,73.600,11,walk
07-27-09,0,73.620,11,walk
07-27-10,0,73.650,11,walk
07-27-11,0,73.700,11,walk
07-27-12,0,73.780,11,walk
07-27-13,0,73.880,11,walk
07-27-14,0,74.000,11,walk
07-27-15,0,74.100,11,walk
07-27-16,0,74.200,11,walk
07-27-17,0,74.280,11,walk
07-27-18,0,74.450,11,walk
07-27-19,0,74.650,11,walk
