Time,fms,EDA,individual,simulation,CSS
08-00-58,1,0.547,11,beach,Mid
08-00-59,1,0.546,11,beach,Mid
08-01-00,1,0.545,11,beach,Mid
08-01-01,1,0.543,11,beach,Mid
08-01-02,1,0.545,11,beach,Mid
08-01-03,1,0.544,11,beach,Mid
08-01-04,1,0.545,11,beach,Mid
08-01-05,1,0.544,11,beach,Mid
08-01-06,1,0.542,11,beach,Mid
08-01-07,1,0.543,11,beach,Mid
08-01-08,1,0.541,11,beach,Mid
08-01-09,1,0.545,11,beach,Mid
08-01-10,1,0.539,11,beach,Mid
08-01-11,1,0.542,11,beach,Mid
08-01-12,1,0.54,11,beach,Mid
08-01-13,1,0.54,11,beach,Mid
08-01-14,1,0.537,11,beach,Mid
08-01-15,1,0.538,11,beach,Mid
08-01-16,1,0.539,11,beach,Mid
08-01-17,1,0.538,11,beach,Mid
08-01-18,1,0.538,11,beach,Mid
08-01-19,1,0.538,11,beach,Mid
08-01-20,1,0.536,11,beach,Mid
08-01-21,1,0.538,11,beach,Mid
08-01-22,1,0.536,11,beach,Mid
08-01-23,1,0.536,11,beach,Mid
08-01-24,1,0.537,11,beach,Mid
08-01-25,1,0.535,11,beach,Mid
08-01-26,1,0.536,11,beach,Mid
08-01-27,1,0.534,11,beach,Mid
