Time,fms,EDA,individual,simulation,CSS
08-04-42,0,0.494,11,beach,Low
08-04-43,0,0.497,11,beach,Low
08-04-44,0,0.494,11,beach,Low
08-04-45,0,0.497,11,beach,Low
08-04-46,0,0.499,11,beach,Low
08-04-47,0,0.495,11,beach,Low
08-04-48,0,0.492,11,beach,Low
08-04-49,0,0.495,11,beach,Low
08-04-50,0,0.493,11,beach,Low
08-04-51,0,0.494,11,beach,Low
08-04-52,0,0.491,11,beach,Low
08-04-53,0,0.495,11,beach,Low
08-04-54,0,0.492,11,beach,Low
08-04-55,0,0.493,11,beach,Low
08-04-56,0,0.491,11,beach,Low
08-04-57,0,0.493,11,beach,Low
08-04-58,0,0.492,11,beach,Low
08-04-59,0,0.493,11,beach,Low
08-05-00,0,0.493,11,beach,Low
08-05-01,0,0.494,11,beach,Low
08-05-02,0,0.492,11,beach,Low
08-05-03,0,0.492,11,beach,Low
08-05-04,0,0.493,11,beach,Low
08-05-05,0,0.494,11,beach,Low
08-05-06,0,0.492,11,beach,Low
08-05-07,0,0.489,11,beach,Low
08-05-08,0,0.492,11,beach,Low
08-05-09,0,0.491,11,beach,Low
08-05-10,0,0.491,11,beach,Low
08-05-11,0,0.489,11,beach,Low
