Time,fms,EDA,individual,simulation
12-29-06,1,2.102,9,sea
12-29-07,1,2.099,9,sea
12-29-08,1,2.099,9,sea
12-29-09,1,2.097,9,sea
12-29-10,1,2.094,9,sea
12-29-11,1,2.093,9,sea
12-29-12,1,2.090,9,sea
12-29-13,1,2.088,9,sea
12-29-14,1,2.085,9,sea
12-29-15,1,2.082,9,sea
12-29-16,1,2.082,9,sea
12-29-17,1,2.082,9,sea
12-29-18,1,2.080,9,sea
12-29-19,1,2.081,9,sea
12-29-20,1,2.075,9,sea
12-29-21,1,2.073,9,sea
12-29-22,1,2.075,9,sea
12-29-23,1,2.071,9,sea
12-29-24,1,2.068,9,sea
12-29-25,1,2.064,9,sea
12-29-26,1,2.062,9,sea
12-29-27,1,2.060,9,sea
12-29-28,1,2.059,9,sea
12-29-29,1,2.058,9,sea
12-29-30,1,2.055,9,sea
12-29-31,1,2.052,9,sea
12-29-32,1,2.049,9,sea
12-29-33,1,2.046,9,sea
12-29-34,1,2.043,9,sea
12-29-35,1,2.043,9,sea
