Time,fms,HR,individual,simulation
04-06-08,0,84.320,2,walk
04-06-09,0,83.880,2,walk
04-06-10,0,83.450,2,walk
04-06-11,0,83.020,2,walk
04-06-12,0,82.620,2,walk
04-06-13,0,82.280,2,walk
04-06-14,0,82.000,2,walk
04-06-15,0,81.700,2,walk
04-06-16,0,81.400,2,walk
04-06-17,0,81.150,2,walk
04-06-18,0,80.920,2,walk
04-06-19,0,80.730,2,walk
04-06-20,0,80.520,2,walk
04-06-21,0,80.320,2,walk
04-06-22,0,80.070,2,walk
04-06-23,0,79.980,2,walk
04-06-24,0,79.900,2,walk
04-06-25,0,79.850,2,walk
04-06-26,0,79.780,2,walk
04-06-27,0,79.700,2,walk
04-06-28,0,79.650,2,walk
04-06-29,0,79.600,2,walk
04-06-30,0,79.430,2,walk
04-06-31,0,79.330,2,walk
04-06-32,0,79.220,2,walk
04-06-33,0,79.100,2,walk
04-06-34,0,79.000,2,walk
04-06-35,0,78.900,2,walk
04-06-36,0,78.920,2,walk
04-06-37,0,78.970,2,walk
