Time,fms,HR,individual,simulation,CSS
04-21-18,2,72.92,4,roller,High
04-21-19,2,72.83,4,roller,High
04-21-20,2,72.77,4,roller,High
04-21-21,2,72.72,4,roller,High
04-21-22,2,72.72,4,roller,High
04-21-23,2,72.73,4,roller,High
04-21-24,2,72.78,4,roller,High
04-21-25,2,72.87,4,roller,High
04-21-26,2,72.95,4,roller,High
04-21-27,2,73.05,4,roller,High
04-21-28,2,73.15,4,roller,High
04-21-29,2,73.25,4,roller,High
04-21-30,2,73.33,4,roller,High
04-21-31,2,73.42,4,roller,High
04-21-32,2,73.48,4,roller,High
04-21-33,2,73.53,4,roller,High
04-21-34,2,73.57,4,roller,High
04-21-35,2,73.6,4,roller,High
04-21-36,2,73.63,4,roller,High
04-21-37,2,73.7,4,roller,High
04-21-38,2,73.77,4,roller,High
04-21-39,2,73.85,4,roller,High
04-21-40,2,73.93,4,roller,High
04-21-41,2,74.0,4,roller,High
04-21-42,2,74.07,4,roller,High
04-21-43,2,74.13,4,roller,High
04-21-44,2,74.22,4,roller,High
04-21-45,2,74.3,4,roller,High
04-21-46,2,74.38,4,roller,High
04-21-47,2,74.43,4,roller,High
