Time,fms,HR,individual,simulation,CSS
04-22-54,3,74.85,4,roller,High
04-22-55,3,74.77,4,roller,High
04-22-56,3,74.75,4,roller,High
04-22-57,3,74.75,4,roller,High
04-22-58,3,74.77,4,roller,High
04-22-59,3,74.77,4,roller,High
04-23-00,3,74.78,4,roller,High
04-23-01,3,74.85,4,roller,High
04-23-02,3,74.88,4,roller,High
04-23-03,3,74.95,4,roller,High
04-23-04,3,75.02,4,roller,High
04-23-05,3,75.07,4,roller,High
04-23-06,3,75.18,4,roller,High
04-23-07,3,75.27,4,roller,High
04-23-08,3,75.32,4,roller,High
04-23-09,3,75.35,4,roller,High
04-23-10,3,75.32,4,roller,High
04-23-11,3,75.25,4,roller,High
04-23-12,3,75.2,4,roller,High
04-23-13,3,75.15,4,roller,High
04-23-14,3,75.1,4,roller,High
04-23-15,3,75.05,4,roller,High
04-23-16,3,75.03,4,roller,High
04-23-17,3,75.05,4,roller,High
04-23-18,3,75.08,4,roller,High
04-23-19,3,75.12,4,roller,High
04-23-20,3,75.13,4,roller,High
04-23-21,3,75.13,4,roller,High
04-23-22,3,75.12,4,roller,High
04-23-23,3,75.08,4,roller,High
