Time,fms,HR,individual,simulation,CSS
04-27-10,2,73.6,4,roller,High
04-27-11,2,73.57,4,roller,High
04-27-12,2,73.53,4,roller,High
04-27-13,2,73.5,4,roller,High
04-27-14,2,73.42,4,roller,High
04-27-15,2,73.33,4,roller,High
04-27-16,2,73.27,4,roller,High
04-27-17,2,73.15,4,roller,High
04-27-18,2,73.02,4,roller,High
04-27-19,2,72.87,4,roller,High
04-27-20,2,72.7,4,roller,High
04-27-21,2,72.53,4,roller,High
04-27-22,2,72.35,4,roller,High
04-27-23,2,72.12,4,roller,High
04-27-24,2,71.83,4,roller,High
04-27-25,2,71.97,4,roller,High
04-27-26,2,72.05,4,roller,High
04-27-27,2,72.1,4,roller,High
04-27-28,2,72.12,4,roller,High
04-27-29,2,72.1,4,roller,High
04-27-30,2,72.1,4,roller,High
04-27-31,2,72.1,4,roller,High
04-27-32,2,72.1,4,roller,High
04-27-33,2,72.1,4,roller,High
04-27-34,2,72.08,4,roller,High
04-27-35,2,72.05,4,roller,High
04-27-36,2,72.02,4,roller,High
04-27-37,2,71.98,4,roller,High
04-27-38,2,71.92,4,roller,High
04-27-39,2,71.85,4,roller,High
