Time,fms,EDA,individual,simulation
04-34-52,0,0.641,4,beach
04-34-53,0,0.639,4,beach
04-34-54,0,0.643,4,beach
04-34-55,0,0.651,4,beach
04-34-56,0,0.666,4,beach
04-34-57,0,0.694,4,beach
04-34-58,0,0.777,4,beach
04-34-59,0,0.834,4,beach
04-35-00,0,0.843,4,beach
04-35-01,0,0.842,4,beach
04-35-02,0,0.825,4,beach
04-35-03,0,0.804,4,beach
04-35-04,0,0.769,4,beach
04-35-05,0,0.773,4,beach
04-35-06,0,0.807,4,beach
04-35-07,0,0.785,4,beach
04-35-08,0,0.787,4,beach
04-35-09,0,0.786,4,beach
04-35-10,0,0.783,4,beach
04-35-11,0,0.781,4,beach
04-35-12,0,0.767,4,beach
04-35-13,0,0.764,4,beach
04-35-14,0,0.765,4,beach
04-35-15,0,0.759,4,beach
04-35-16,0,0.763,4,beach
04-35-17,0,0.760,4,beach
04-35-18,0,0.748,4,beach
04-35-19,0,0.759,4,beach
04-35-20,0,0.801,4,beach
04-35-21,0,0.830,4,beach
