Time,fms,EDA,individual,simulation
04-37-00,1,0.991,4,beach
04-37-01,1,1.097,4,beach
04-37-02,1,1.131,4,beach
04-37-03,1,1.200,4,beach
04-37-04,1,1.205,4,beach
04-37-05,1,1.196,4,beach
04-37-06,1,1.202,4,beach
04-37-07,1,1.258,4,beach
04-37-08,1,1.215,4,beach
04-37-09,1,1.168,4,beach
04-37-10,1,1.202,4,beach
04-37-11,1,1.257,4,beach
04-37-12,1,1.301,4,beach
04-37-13,1,1.302,4,beach
04-37-14,1,1.254,4,beach
04-37-15,1,1.275,4,beach
04-37-16,1,1.292,4,beach
04-37-17,1,1.277,4,beach
04-37-18,1,1.404,4,beach
04-37-19,1,1.524,4,beach
04-37-20,1,1.486,4,beach
04-37-21,1,1.405,4,beach
04-37-22,1,1.341,4,beach
04-37-23,1,1.314,4,beach
04-37-24,1,1.310,4,beach
04-37-25,1,1.366,4,beach
04-37-26,1,1.572,4,beach
04-37-27,1,1.638,4,beach
04-37-28,1,1.641,4,beach
04-37-29,1,1.623,4,beach
