Time,fms,HR,individual,simulation,CSS
12-05-06,2,99.17,1,walk,High
12-05-07,2,99.28,1,walk,High
12-05-08,2,99.38,1,walk,High
12-05-09,2,99.48,1,walk,High
12-05-10,2,99.53,1,walk,High
12-05-11,2,99.57,1,walk,High
12-05-12,2,99.6,1,walk,High
12-05-13,2,99.62,1,walk,High
12-05-14,2,99.6,1,walk,High
12-05-15,2,99.53,1,walk,High
12-05-16,2,99.43,1,walk,High
12-05-17,2,99.33,1,walk,High
12-05-18,2,99.25,1,walk,High
12-05-19,2,99.18,1,walk,High
12-05-20,2,99.12,1,walk,High
12-05-21,2,99.12,1,walk,High
12-05-22,2,99.13,1,walk,High
12-05-23,2,99.15,1,walk,High
12-05-24,2,99.23,1,walk,High
12-05-25,2,99.3,1,walk,High
12-05-26,2,99.35,1,walk,High
12-05-27,2,99.42,1,walk,High
12-05-28,2,99.48,1,walk,High
12-05-29,2,99.6,1,walk,High
12-05-30,2,99.7,1,walk,High
12-05-31,2,99.75,1,walk,High
12-05-32,2,99.78,1,walk,High
12-05-33,2,99.73,1,walk,High
12-05-34,2,99.68,1,walk,High
12-05-35,2,99.6,1,walk,High
