Time,fms,HR,individual,simulation,CSS
12-02-26,1,104.28,1,walk,Mid
12-02-27,1,104.27,1,walk,Mid
12-02-28,1,104.18,1,walk,Mid
12-02-29,1,104.1,1,walk,Mid
12-02-30,1,103.97,1,walk,Mid
12-02-31,1,103.82,1,walk,Mid
12-02-32,1,103.65,1,walk,Mid
12-02-33,1,103.48,1,walk,Mid
12-02-34,1,103.33,1,walk,Mid
12-02-35,1,103.2,1,walk,Mid
12-02-36,1,103.08,1,walk,Mid
12-02-37,1,102.97,1,walk,Mid
12-02-38,1,102.9,1,walk,Mid
12-02-39,1,102.85,1,walk,Mid
12-02-40,1,102.78,1,walk,Mid
12-02-41,1,102.73,1,walk,Mid
12-02-42,1,102.68,1,walk,Mid
12-02-43,1,102.68,1,walk,Mid
12-02-44,1,102.73,1,walk,Mid
12-02-45,1,102.78,1,walk,Mid
12-02-46,1,102.83,1,walk,Mid
12-02-47,1,102.87,1,walk,Mid
12-02-48,1,102.88,1,walk,Mid
12-02-49,1,102.88,1,walk,Mid
12-02-50,1,102.77,1,walk,Mid
12-02-51,1,102.67,1,walk,Mid
12-02-52,1,102.57,1,walk,Mid
12-02-53,1,102.45,1,walk,Mid
12-02-54,1,102.32,1,walk,Mid
12-02-55,1,102.2,1,walk,Mid
