Time,fms,HR,individual,simulation,CSS
12-04-34,1,99.57,1,walk,Mid
12-04-35,1,99.53,1,walk,Mid
12-04-36,1,99.55,1,walk,Mid
12-04-37,1,99.58,1,walk,Mid
12-04-38,1,99.63,1,walk,Mid
12-04-39,1,99.65,1,walk,Mid
12-04-40,1,99.67,1,walk,Mid
12-04-41,1,99.65,1,walk,Mid
12-04-42,1,99.63,1,walk,Mid
12-04-43,1,99.58,1,walk,Mid
12-04-44,1,99.52,1,walk,Mid
12-04-45,1,99.45,1,walk,Mid
12-04-46,1,99.4,1,walk,Mid
12-04-47,1,99.33,1,walk,Mid
12-04-48,1,99.37,1,walk,Mid
12-04-49,1,99.33,1,walk,Mid
12-04-50,1,99.28,1,walk,Mid
12-04-51,1,99.22,1,walk,Mid
12-04-52,1,99.17,1,walk,Mid
12-04-53,1,99.15,1,walk,Mid
12-04-54,1,99.12,1,walk,Mid
12-04-55,1,99.12,1,walk,Mid
12-04-56,1,99.12,1,walk,Mid
12-04-57,1,99.15,1,walk,Mid
12-04-58,1,99.13,1,walk,Mid
12-04-59,1,99.08,1,walk,Mid
12-05-00,1,99.02,1,walk,Mid
12-05-01,1,98.95,1,walk,Mid
12-05-02,1,98.92,1,walk,Mid
12-05-03,1,98.93,1,walk,Mid
