Time,fms,HR,individual,simulation
07-44-06,4.000,74.770,11,roller
07-44-07,4.000,74.720,11,roller
07-44-08,4.000,74.670,11,roller
07-44-09,4.000,74.620,11,roller
07-44-10,4.000,74.600,11,roller
07-44-11,4.000,74.580,11,roller
07-44-12,4.000,74.580,11,roller
07-44-13,4.000,74.600,11,roller
07-44-14,4.000,74.620,11,roller
07-44-15,4.000,74.630,11,roller
07-44-16,4.000,74.650,11,roller
07-44-17,4.000,74.670,11,roller
07-44-18,4.000,74.670,11,roller
07-44-19,4.000,74.630,11,roller
07-44-20,4.000,74.580,11,roller
07-44-21,4.000,74.550,11,roller
07-44-22,4.000,74.500,11,roller
07-44-23,4.000,74.450,11,roller
07-44-24,4.000,74.420,11,roller
07-44-25,4.000,74.370,11,roller
07-44-26,4.000,74.330,11,roller
07-44-27,4.000,74.300,11,roller
07-44-28,4.000,74.280,11,roller
07-44-29,4.000,74.270,11,roller
07-44-30,4.000,74.270,11,roller
07-44-31,4.000,74.280,11,roller
07-44-32,4.000,74.320,11,roller
07-44-33,4.000,74.380,11,roller
07-44-34,4.000,74.470,11,roller
07-44-35,4.000,74.570,11,roller
