Time,fms,EDA,individual,simulation,CSS
12-47-29,0,0.431,7,walk,Low
12-47-30,0,0.428,7,walk,Low
12-47-31,0,0.429,7,walk,Low
12-47-32,0,0.428,7,walk,Low
12-47-33,0,0.427,7,walk,Low
12-47-34,0,0.425,7,walk,Low
12-47-35,0,0.425,7,walk,Low
12-47-36,0,0.427,7,walk,Low
12-47-37,0,0.429,7,walk,Low
12-47-38,0,0.44,7,walk,Low
12-47-39,0,0.464,7,walk,Low
12-47-40,0,0.48,7,walk,Low
12-47-41,0,0.523,7,walk,Low
12-47-42,0,0.598,7,walk,Low
12-47-43,0,0.664,7,walk,Low
12-47-44,0,0.784,7,walk,Low
12-47-45,0,0.841,7,walk,Low
12-47-46,0,0.836,7,walk,Low
12-47-47,0,0.788,7,walk,Low
12-47-48,0,0.753,7,walk,Low
12-47-49,0,0.779,7,walk,Low
12-47-50,0,0.8,7,walk,Low
12-47-51,0,0.777,7,walk,Low
12-47-52,0,0.741,7,walk,Low
12-47-53,0,0.736,7,walk,Low
12-47-54,0,0.742,7,walk,Low
12-47-55,0,0.726,7,walk,Low
12-47-56,0,0.717,7,walk,Low
12-47-57,0,0.809,7,walk,Low
12-47-58,0,0.866,7,walk,Low
