Time,fms,EDA,individual,simulation,CSS
12-51-46,0,1.092,7,walk,Low
12-51-47,0,1.112,7,walk,Low
12-51-48,0,1.083,7,walk,Low
12-51-49,0,1.154,7,walk,Low
12-51-50,0,1.145,7,walk,Low
12-51-51,0,1.234,7,walk,Low
12-51-52,0,1.544,7,walk,Low
12-51-53,0,1.639,7,walk,Low
12-51-54,0,1.672,7,walk,Low
12-51-55,0,1.577,7,walk,Low
12-51-56,0,1.473,7,walk,Low
12-51-57,0,1.399,7,walk,Low
12-51-58,0,1.338,7,walk,Low
12-51-59,0,1.347,7,walk,Low
12-52-00,0,1.323,7,walk,Low
12-52-01,0,1.305,7,walk,Low
12-52-02,0,1.3,7,walk,Low
12-52-03,0,1.33,7,walk,Low
12-52-04,0,1.381,7,walk,Low
12-52-05,0,1.318,7,walk,Low
12-52-06,0,1.242,7,walk,Low
12-52-07,0,1.24,7,walk,Low
12-52-08,0,1.247,7,walk,Low
12-52-09,0,1.242,7,walk,Low
12-52-10,0,1.223,7,walk,Low
12-52-11,0,1.28,7,walk,Low
12-52-12,0,1.495,7,walk,Low
12-52-13,0,1.519,7,walk,Low
12-52-14,0,1.424,7,walk,Low
12-52-15,0,1.343,7,walk,Low
