Time,fms,EDA,individual,simulation,CSS
12-52-50,0,1.411,7,walk,Low
12-52-51,0,1.348,7,walk,Low
12-52-52,0,1.3,7,walk,Low
12-52-53,0,1.286,7,walk,Low
12-52-54,0,1.284,7,walk,Low
12-52-55,0,1.413,7,walk,Low
12-52-56,0,1.461,7,walk,Low
12-52-57,0,1.396,7,walk,Low
12-52-58,0,1.331,7,walk,Low
12-52-59,0,1.283,7,walk,Low
12-53-00,0,1.264,7,walk,Low
12-53-01,0,1.265,7,walk,Low
12-53-02,0,1.253,7,walk,Low
12-53-03,0,1.208,7,walk,Low
12-53-04,0,1.224,7,walk,Low
12-53-05,0,1.218,7,walk,Low
12-53-06,0,1.203,7,walk,Low
12-53-07,0,1.195,7,walk,Low
12-53-08,0,1.189,7,walk,Low
12-53-09,0,1.216,7,walk,Low
12-53-10,0,1.313,7,walk,Low
12-53-11,0,1.332,7,walk,Low
12-53-12,0,1.287,7,walk,Low
12-53-13,0,1.25,7,walk,Low
12-53-14,0,1.375,7,walk,Low
12-53-15,0,1.41,7,walk,Low
12-53-16,0,1.349,7,walk,Low
12-53-17,0,1.282,7,walk,Low
12-53-18,0,1.254,7,walk,Low
12-53-19,0,1.261,7,walk,Low
