Time,fms,HR,individual,simulation,CSS
12-25-47,2,88.92,1,beach,High
12-25-48,2,89.13,1,beach,High
12-25-49,2,89.32,1,beach,High
12-25-50,2,89.52,1,beach,High
12-25-51,2,89.7,1,beach,High
12-25-52,2,89.7,1,beach,High
12-25-53,2,89.73,1,beach,High
12-25-54,2,89.82,1,beach,High
12-25-55,2,89.88,1,beach,High
12-25-56,2,89.92,1,beach,High
12-25-57,2,89.97,1,beach,High
12-25-58,2,90.1,1,beach,High
12-25-59,2,90.27,1,beach,High
12-26-00,2,90.42,1,beach,High
12-26-01,2,90.62,1,beach,High
12-26-02,2,90.87,1,beach,High
12-26-03,2,91.13,1,beach,High
12-26-04,2,91.37,1,beach,High
12-26-05,2,91.48,1,beach,High
12-26-06,2,91.63,1,beach,High
12-26-07,2,91.77,1,beach,High
12-26-08,2,91.9,1,beach,High
12-26-09,2,91.95,1,beach,High
12-26-10,2,92.0,1,beach,High
12-26-11,2,92.08,1,beach,High
12-26-12,2,92.17,1,beach,High
12-26-13,2,92.35,1,beach,High
12-26-14,2,92.38,1,beach,High
12-26-15,2,92.4,1,beach,High
12-26-16,2,92.42,1,beach,High
