Time,fms,HR,individual,simulation,CSS
01-01-46,10,69.22,7,roller,High
01-01-47,10,69.35,7,roller,High
01-01-48,10,69.53,7,roller,High
01-01-49,10,69.77,7,roller,High
01-01-50,10,70.02,7,roller,High
01-01-51,10,70.32,7,roller,High
01-01-52,10,70.65,7,roller,High
01-01-53,10,70.98,7,roller,High
01-01-54,10,71.35,7,roller,High
01-01-55,10,71.77,7,roller,High
01-01-56,10,72.15,7,roller,High
01-01-57,10,72.52,7,roller,High
01-01-58,10,72.87,7,roller,High
01-01-59,10,73.2,7,roller,High
01-02-00,10,73.53,7,roller,High
01-02-01,10,73.88,7,roller,High
01-02-02,10,74.25,7,roller,High
01-02-03,10,74.65,7,roller,High
01-02-04,10,75.05,7,roller,High
01-02-05,10,75.47,7,roller,High
01-02-06,10,75.92,7,roller,High
01-02-07,10,76.37,7,roller,High
01-02-08,10,76.83,7,roller,High
01-02-09,10,77.32,7,roller,High
01-02-10,10,77.78,7,roller,High
01-02-11,10,78.25,7,roller,High
01-02-12,10,78.7,7,roller,High
01-02-13,10,79.18,7,roller,High
01-02-14,10,79.65,7,roller,High
01-02-15,10,80.17,7,roller,High
