Time,fms,HR,individual,simulation
03-52-40,0,73.180,4,room
03-52-41,0,72.870,4,room
03-52-42,0,72.530,4,room
03-52-43,0,72.230,4,room
03-52-44,0,71.900,4,room
03-52-45,0,71.550,4,room
03-52-46,0,71.250,4,room
03-52-47,0,70.980,4,room
03-52-48,0,70.700,4,room
03-52-49,0,70.400,4,room
03-52-50,0,70.050,4,room
03-52-51,0,69.970,4,room
03-52-52,0,69.870,4,room
03-52-53,0,69.720,4,room
03-52-54,0,69.550,4,room
03-52-55,0,69.370,4,room
03-52-56,0,68.970,4,room
03-52-57,0,68.550,4,room
03-52-58,0,68.150,4,room
03-52-59,0,67.770,4,room
03-53-00,0,67.430,4,room
03-53-01,0,67.050,4,room
03-53-02,0,66.720,4,room
03-53-03,0,66.330,4,room
03-53-04,0,65.970,4,room
03-53-05,0,65.620,4,room
03-53-06,0,65.280,4,room
03-53-07,0,64.950,4,room
03-53-08,0,64.500,4,room
03-53-09,0,64.020,4,room
