Time,fms,HR,individual,simulation
04-53-40,1,70.900,4,walk
04-53-41,1,70.350,4,walk
04-53-42,1,70.200,4,walk
04-53-43,1,70.080,4,walk
04-53-44,1,70.100,4,walk
04-53-45,1,70.100,4,walk
04-53-46,1,70.100,4,walk
04-53-47,1,70.130,4,walk
04-53-48,1,70.080,4,walk
04-53-49,1,70.050,4,walk
04-53-50,1,70.050,4,walk
04-53-51,1,70.030,4,walk
04-53-52,1,69.970,4,walk
04-53-53,1,70.180,4,walk
04-53-54,1,70.420,4,walk
04-53-55,1,70.650,4,walk
04-53-56,1,70.870,4,walk
04-53-57,1,70.820,4,walk
04-53-58,1,70.530,4,walk
04-53-59,1,70.530,4,walk
04-54-00,1,70.580,4,walk
04-54-01,1,70.150,4,walk
04-54-02,1,69.880,4,walk
04-54-03,1,69.480,4,walk
04-54-04,1,69.070,4,walk
04-54-05,1,68.830,4,walk
04-54-06,1,68.450,4,walk
04-54-07,1,68.070,4,walk
04-54-08,1,67.620,4,walk
04-54-09,1,67.170,4,walk
