Time,fms,EDA,individual,simulation
04-48-07,1,3.139,8,roller
04-48-08,1,3.099,8,roller
04-48-09,1,3.081,8,roller
04-48-10,1,3.101,8,roller
04-48-11,1,3.370,8,roller
04-48-12,1,3.633,8,roller
04-48-13,1,3.576,8,roller
04-48-14,1,3.425,8,roller
04-48-15,1,3.316,8,roller
04-48-16,1,3.257,8,roller
04-48-17,1,3.218,8,roller
04-48-18,1,3.193,8,roller
04-48-19,1,3.163,8,roller
04-48-20,1,3.145,8,roller
04-48-21,1,3.126,8,roller
04-48-22,1,3.106,8,roller
04-48-23,1,3.097,8,roller
04-48-24,1,3.088,8,roller
04-48-25,1,3.098,8,roller
04-48-26,1,3.097,8,roller
04-48-27,1,3.075,8,roller
04-48-28,1,3.057,8,roller
04-48-29,1,3.080,8,roller
04-48-30,1,3.220,8,roller
04-48-31,1,3.375,8,roller
04-48-32,1,3.538,8,roller
04-48-33,1,3.641,8,roller
04-48-34,1,3.521,8,roller
04-48-35,1,3.384,8,roller
04-48-36,1,3.312,8,roller
