Time,fms,EDA,individual,simulation,CSS
03-53-06,3,7.338,8,walk,High
03-53-07,3,7.859,8,walk,High
03-53-08,3,7.951,8,walk,High
03-53-09,3,8.025,8,walk,High
03-53-10,3,8.463,8,walk,High
03-53-11,3,8.481,8,walk,High
03-53-12,3,8.425,8,walk,High
03-53-13,3,8.098,8,walk,High
03-53-14,3,8.093,8,walk,High
03-53-15,3,8.141,8,walk,High
03-53-16,3,8.258,8,walk,High
03-53-17,3,8.5,8,walk,High
03-53-18,3,8.467,8,walk,High
03-53-19,3,8.524,8,walk,High
03-53-20,3,8.616,8,walk,High
03-53-21,3,8.17,8,walk,High
03-53-22,3,7.966,8,walk,High
03-53-23,3,7.915,8,walk,High
03-53-24,3,8.254,8,walk,High
03-53-25,3,8.294,8,walk,High
03-53-26,3,8.605,8,walk,High
03-53-27,3,9.117,8,walk,High
03-53-28,3,9.32,8,walk,High
03-53-29,3,9.551,8,walk,High
03-53-30,3,9.855,8,walk,High
03-53-31,3,9.764,8,walk,High
03-53-32,3,9.705,8,walk,High
03-53-33,3,10.074,8,walk,High
03-53-34,3,10.398,8,walk,High
03-53-35,3,10.128,8,walk,High
