Time,fms,EDA,individual,simulation,CSS
12-26-19,1,8.32,1,beach,Mid
12-26-20,1,8.326,1,beach,Mid
12-26-21,1,8.328,1,beach,Mid
12-26-22,1,8.325,1,beach,Mid
12-26-23,1,8.318,1,beach,Mid
12-26-24,1,8.293,1,beach,Mid
12-26-25,1,8.306,1,beach,Mid
12-26-26,1,8.31,1,beach,Mid
12-26-27,1,8.293,1,beach,Mid
12-26-28,1,8.29,1,beach,Mid
12-26-29,1,8.293,1,beach,Mid
12-26-30,1,8.295,1,beach,Mid
12-26-31,1,8.295,1,beach,Mid
12-26-32,1,8.297,1,beach,Mid
12-26-33,1,8.298,1,beach,Mid
12-26-34,1,8.29,1,beach,Mid
12-26-35,1,8.267,1,beach,Mid
12-26-36,1,8.258,1,beach,Mid
12-26-37,1,8.269,1,beach,Mid
12-26-38,1,8.298,1,beach,Mid
12-26-39,1,8.271,1,beach,Mid
12-26-40,1,8.275,1,beach,Mid
12-26-41,1,8.27,1,beach,Mid
12-26-42,1,8.267,1,beach,Mid
12-26-43,1,8.249,1,beach,Mid
12-26-44,1,8.247,1,beach,Mid
12-26-45,1,8.249,1,beach,Mid
12-26-46,1,8.249,1,beach,Mid
12-26-47,1,8.24,1,beach,Mid
12-26-48,1,8.236,1,beach,Mid
