Time,fms,HR,individual,simulation
11-41-52,1,102.930,13,beach
11-41-53,1,102.730,13,beach
11-41-54,1,102.570,13,beach
11-41-55,1,102.320,13,beach
11-41-56,1,102.100,13,beach
11-41-57,1,101.880,13,beach
11-41-58,1,101.700,13,beach
11-41-59,1,101.550,13,beach
11-42-00,1,101.520,13,beach
11-42-01,1,101.480,13,beach
11-42-02,1,101.450,13,beach
11-42-03,1,101.380,13,beach
11-42-04,1,101.330,13,beach
11-42-05,1,101.280,13,beach
11-42-06,1,101.230,13,beach
11-42-07,1,101.120,13,beach
11-42-08,1,101.020,13,beach
11-42-09,1,100.950,13,beach
11-42-10,1,100.880,13,beach
11-42-11,1,100.830,13,beach
11-42-12,1,100.750,13,beach
11-42-13,1,100.680,13,beach
11-42-14,1,100.580,13,beach
11-42-15,1,100.550,13,beach
11-42-16,1,100.500,13,beach
11-42-17,1,100.420,13,beach
11-42-18,1,100.300,13,beach
11-42-19,1,100.200,13,beach
11-42-20,1,100.080,13,beach
11-42-21,1,99.950,13,beach
