Time,fms,EDA,individual,simulation
12-33-03,0,0.350,7,room
12-33-04,0,0.346,7,room
12-33-05,0,0.357,7,room
12-33-06,0,0.394,7,room
12-33-07,0,0.421,7,room
12-33-08,0,0.442,7,room
12-33-09,0,0.479,7,room
12-33-10,0,0.477,7,room
12-33-11,0,0.463,7,room
12-33-12,0,0.454,7,room
12-33-13,0,0.447,7,room
12-33-14,0,0.460,7,room
12-33-15,0,0.484,7,room
12-33-16,0,0.541,7,room
12-33-17,0,0.655,7,room
12-33-18,0,0.682,7,room
12-33-19,0,0.652,7,room
12-33-20,0,0.616,7,room
12-33-21,0,0.588,7,room
12-33-22,0,0.571,7,room
12-33-23,0,0.563,7,room
12-33-24,0,0.558,7,room
12-33-25,0,0.547,7,room
12-33-26,0,0.540,7,room
12-33-27,0,0.543,7,room
12-33-28,0,0.569,7,room
12-33-29,0,0.592,7,room
12-33-30,0,0.580,7,room
12-33-31,0,0.565,7,room
12-33-32,0,0.554,7,room
