Time,fms,EDA,individual,simulation
04-48-39,1,3.296,8,roller
04-48-40,1,3.355,8,roller
04-48-41,1,3.323,8,roller
04-48-42,1,3.360,8,roller
04-48-43,1,3.693,8,roller
04-48-44,1,3.868,8,roller
04-48-45,1,3.759,8,roller
04-48-46,1,3.581,8,roller
04-48-47,1,3.472,8,roller
04-48-48,1,3.422,8,roller
04-48-49,1,3.394,8,roller
04-48-50,1,3.371,8,roller
04-48-51,1,3.344,8,roller
04-48-52,1,3.397,8,roller
04-48-53,1,3.464,8,roller
04-48-54,1,3.449,8,roller
04-48-55,1,3.431,8,roller
04-48-56,1,3.431,8,roller
04-48-57,1,3.456,8,roller
04-48-58,1,3.729,8,roller
04-48-59,1,3.798,8,roller
04-49-00,1,3.660,8,roller
04-49-01,1,3.544,8,roller
04-49-02,1,3.486,8,roller
04-49-03,1,3.448,8,roller
04-49-04,1,3.503,8,roller
04-49-05,1,4.081,8,roller
04-49-06,1,4.294,8,roller
04-49-07,1,4.271,8,roller
04-49-08,1,3.799,8,roller
