Time,fms,HR,individual,simulation
04-56-56,2,88.680,3,sea
04-56-57,2,88.700,3,sea
04-56-58,2,88.720,3,sea
04-56-59,2,88.730,3,sea
04-57-00,2,88.730,3,sea
04-57-01,2,88.750,3,sea
04-57-02,2,88.770,3,sea
04-57-03,2,88.780,3,sea
04-57-04,2,88.830,3,sea
04-57-05,2,88.880,3,sea
04-57-06,2,88.950,3,sea
04-57-07,2,89.020,3,sea
04-57-08,2,89.080,3,sea
04-57-09,2,89.180,3,sea
04-57-10,2,89.300,3,sea
04-57-11,2,89.400,3,sea
04-57-12,2,89.480,3,sea
04-57-13,2,89.550,3,sea
04-57-14,2,89.600,3,sea
04-57-15,2,89.630,3,sea
04-57-16,2,89.670,3,sea
04-57-17,2,89.680,3,sea
04-57-18,2,89.730,3,sea
04-57-19,2,89.770,3,sea
04-57-20,2,89.780,3,sea
04-57-21,2,89.820,3,sea
04-57-22,2,89.870,3,sea
04-57-23,2,89.920,3,sea
04-57-24,2,89.970,3,sea
04-57-25,2,90.000,3,sea
