Time,fms,HR,individual,simulation
12-00-38,1,66.000,9,roller
12-00-39,1,65.980,9,roller
12-00-40,1,65.950,9,roller
12-00-41,1,65.980,9,roller
12-00-42,1,65.950,9,roller
12-00-43,1,65.900,9,roller
12-00-44,1,65.880,9,roller
12-00-45,1,65.870,9,roller
12-00-46,1,65.830,9,roller
12-00-47,1,65.800,9,roller
12-00-48,1,65.780,9,roller
12-00-49,1,65.800,9,roller
12-00-50,1,65.830,9,roller
12-00-51,1,65.900,9,roller
12-00-52,1,65.980,9,roller
12-00-53,1,66.080,9,roller
12-00-54,1,66.180,9,roller
12-00-55,1,66.280,9,roller
12-00-56,1,66.420,9,roller
12-00-57,1,66.570,9,roller
12-00-58,1,66.700,9,roller
12-00-59,1,66.830,9,roller
12-01-00,1,66.930,9,roller
12-01-01,1,67.020,9,roller
12-01-02,1,67.070,9,roller
12-01-03,1,67.080,9,roller
12-01-04,1,67.080,9,roller
12-01-05,1,67.050,9,roller
12-01-06,1,66.980,9,roller
12-01-07,1,66.930,9,roller
