Time,fms,EDA,individual,simulation
08-02-34,1,0.527,11,beach
08-02-35,1,0.520,11,beach
08-02-36,1,0.519,11,beach
08-02-37,1,0.518,11,beach
08-02-38,1,0.520,11,beach
08-02-39,1,0.519,11,beach
08-02-40,1,0.519,11,beach
08-02-41,1,0.518,11,beach
08-02-42,1,0.517,11,beach
08-02-43,1,0.520,11,beach
08-02-44,1,0.518,11,beach
08-02-45,1,0.516,11,beach
08-02-46,1,0.516,11,beach
08-02-47,1,0.519,11,beach
08-02-48,1,0.517,11,beach
08-02-49,1,0.515,11,beach
08-02-50,1,0.519,11,beach
08-02-51,1,0.514,11,beach
08-02-52,1,0.519,11,beach
08-02-53,1,0.516,11,beach
08-02-54,1,0.517,11,beach
08-02-55,1,0.515,11,beach
08-02-56,1,0.519,11,beach
08-02-57,1,0.517,11,beach
08-02-58,1,0.518,11,beach
08-02-59,1,0.514,11,beach
08-03-00,1,0.517,11,beach
08-03-01,1,0.519,11,beach
08-03-02,1,0.518,11,beach
08-03-03,1,0.514,11,beach
