Time,fms,EDA,individual,simulation
12-27-30,2,2.347,9,sea
12-27-31,2,2.339,9,sea
12-27-32,2,2.334,9,sea
12-27-33,2,2.329,9,sea
12-27-34,2,2.325,9,sea
12-27-35,2,2.323,9,sea
12-27-36,2,2.318,9,sea
12-27-37,2,2.315,9,sea
12-27-38,2,2.310,9,sea
12-27-39,2,2.309,9,sea
12-27-40,2,2.308,9,sea
12-27-41,2,2.306,9,sea
12-27-42,2,2.309,9,sea
12-27-43,2,2.313,9,sea
12-27-44,2,2.308,9,sea
12-27-45,2,2.308,9,sea
12-27-46,2,2.306,9,sea
12-27-47,2,2.304,9,sea
12-27-48,2,2.299,9,sea
12-27-49,2,2.299,9,sea
12-27-50,2,2.295,9,sea
12-27-51,2,2.293,9,sea
12-27-52,2,2.292,9,sea
12-27-53,2,2.286,9,sea
12-27-54,2,2.284,9,sea
12-27-55,2,2.281,9,sea
12-27-56,2,2.279,9,sea
12-27-57,2,2.274,9,sea
12-27-58,2,2.271,9,sea
12-27-59,2,2.269,9,sea
