Time,fms,EDA,individual,simulation,CSS
04-01-20,0,2.303,2,walk,Low
04-01-21,0,2.299,2,walk,Low
04-01-22,0,2.294,2,walk,Low
04-01-23,0,2.328,2,walk,Low
04-01-24,0,2.527,2,walk,Low
04-01-25,0,2.739,2,walk,Low
04-01-26,0,2.813,2,walk,Low
04-01-27,0,2.768,2,walk,Low
04-01-28,0,2.724,2,walk,Low
04-01-29,0,2.687,2,walk,Low
04-01-30,0,2.653,2,walk,Low
04-01-31,0,2.63,2,walk,Low
04-01-32,0,2.608,2,walk,Low
04-01-33,0,2.589,2,walk,Low
04-01-34,0,2.564,2,walk,Low
04-01-35,0,2.549,2,walk,Low
04-01-36,0,2.51,2,walk,Low
04-01-37,0,2.473,2,walk,Low
04-01-38,0,2.468,2,walk,Low
04-01-39,0,2.465,2,walk,Low
04-01-40,0,2.456,2,walk,Low
04-01-41,0,2.453,2,walk,Low
04-01-42,0,2.462,2,walk,Low
04-01-43,0,2.468,2,walk,Low
04-01-44,0,2.439,2,walk,Low
04-01-45,0,2.428,2,walk,Low
04-01-46,0,2.437,2,walk,Low
04-01-47,0,2.444,2,walk,Low
04-01-48,0,2.417,2,walk,Low
04-01-49,0,2.413,2,walk,Low
