Time,fms,EDA,individual,simulation
04-53-40,1,2.591,4,walk
04-53-41,1,2.607,4,walk
04-53-42,1,2.510,4,walk
04-53-43,1,2.481,4,walk
04-53-44,1,2.533,4,walk
04-53-45,1,2.622,4,walk
04-53-46,1,2.703,4,walk
04-53-47,1,3.011,4,walk
04-53-48,1,3.067,4,walk
04-53-49,1,2.883,4,walk
04-53-50,1,2.745,4,walk
04-53-51,1,2.720,4,walk
04-53-52,1,2.751,4,walk
04-53-53,1,3.043,4,walk
04-53-54,1,3.368,4,walk
04-53-55,1,3.243,4,walk
04-53-56,1,3.082,4,walk
04-53-57,1,2.990,4,walk
04-53-58,1,2.908,4,walk
04-53-59,1,2.853,4,walk
04-54-00,1,2.825,4,walk
04-54-01,1,2.865,4,walk
04-54-02,1,2.864,4,walk
04-54-03,1,2.810,4,walk
04-54-04,1,2.905,4,walk
04-54-05,1,2.926,4,walk
04-54-06,1,2.841,4,walk
04-54-07,1,2.809,4,walk
04-54-08,1,2.851,4,walk
04-54-09,1,2.896,4,walk
