Time,fms,HR,individual,simulation
03-52-18,0,83.370,2,beach
03-52-19,0,83.450,2,beach
03-52-20,0,83.600,2,beach
03-52-21,0,83.620,2,beach
03-52-22,0,83.630,2,beach
03-52-23,0,83.630,2,beach
03-52-24,0,83.600,2,beach
03-52-25,0,83.570,2,beach
03-52-26,0,83.580,2,beach
03-52-27,0,83.650,2,beach
03-52-28,0,83.670,2,beach
03-52-29,0,83.750,2,beach
03-52-30,0,83.880,2,beach
03-52-31,0,84.000,2,beach
03-52-32,0,84.120,2,beach
03-52-33,0,84.220,2,beach
03-52-34,0,84.280,2,beach
03-52-35,0,84.300,2,beach
03-52-36,0,84.220,2,beach
03-52-37,0,84.250,2,beach
03-52-38,0,84.270,2,beach
03-52-39,0,84.270,2,beach
03-52-40,0,84.300,2,beach
03-52-41,0,84.350,2,beach
03-52-42,0,84.170,2,beach
03-52-43,0,84.000,2,beach
03-52-44,0,83.850,2,beach
03-52-45,0,83.750,2,beach
03-52-46,0,83.670,2,beach
03-52-47,0,83.530,2,beach
