Time,fms,EDA,individual,simulation
11-55-45,2,3.329,13,roller
11-55-46,2,3.270,13,roller
11-55-47,2,3.251,13,roller
11-55-48,2,3.416,13,roller
11-55-49,2,3.563,13,roller
11-55-50,2,3.433,13,roller
11-55-51,2,3.326,13,roller
11-55-52,2,3.286,13,roller
11-55-53,2,3.263,13,roller
11-55-54,2,3.345,13,roller
11-55-55,2,3.451,13,roller
11-55-56,2,3.363,13,roller
11-55-57,2,3.299,13,roller
11-55-58,2,3.265,13,roller
11-55-59,2,3.251,13,roller
11-56-00,2,3.244,13,roller
11-56-01,2,3.242,13,roller
11-56-02,2,3.246,13,roller
11-56-03,2,3.235,13,roller
11-56-04,2,3.227,13,roller
11-56-05,2,3.217,13,roller
11-56-06,2,3.215,13,roller
11-56-07,2,3.210,13,roller
11-56-08,2,3.206,13,roller
11-56-09,2,3.201,13,roller
11-56-10,2,3.199,13,roller
11-56-11,2,3.198,13,roller
11-56-12,2,3.197,13,roller
11-56-13,2,3.199,13,roller
11-56-14,2,3.193,13,roller
