Time,fms,HR,individual,simulation,CSS
12-31-07,2,93.52,13,walk,High
12-31-08,2,93.57,13,walk,High
12-31-09,2,93.62,13,walk,High
12-31-10,2,93.67,13,walk,High
12-31-11,2,93.72,13,walk,High
12-31-12,2,93.75,13,walk,High
12-31-13,2,93.8,13,walk,High
12-31-14,2,93.82,13,walk,High
12-31-15,2,93.82,13,walk,High
12-31-16,2,93.8,13,walk,High
12-31-17,2,93.8,13,walk,High
12-31-18,2,93.83,13,walk,High
12-31-19,2,93.67,13,walk,High
12-31-20,2,93.47,13,walk,High
12-31-21,2,93.23,13,walk,High
12-31-22,2,93.02,13,walk,High
12-31-23,2,92.78,13,walk,High
12-31-24,2,92.53,13,walk,High
12-31-25,2,92.33,13,walk,High
12-31-26,2,91.88,13,walk,High
12-31-27,2,91.43,13,walk,High
12-31-28,2,90.83,13,walk,High
12-31-29,2,90.2,13,walk,High
12-31-30,2,90.0,13,walk,High
12-31-31,2,89.82,13,walk,High
12-31-32,2,89.78,13,walk,High
12-31-33,2,89.75,13,walk,High
12-31-34,2,89.7,13,walk,High
12-31-35,2,89.75,13,walk,High
12-31-36,2,89.9,13,walk,High
